rowname	Symbol	Name	EntrezGene.ID	Ensembl.Gene.ID	MGI.ID	Gene.group.name
HGNC:35742	RPL18P11	ribosomal protein L18 pseudogene 11	390612	ENSG00000213307		
HGNC:36115	RPL18P12	ribosomal protein L18 pseudogene 12	390671			
HGNC:35599	RPL18P13	ribosomal protein L18 pseudogene 13	441775	ENSG00000244485		
HGNC:10312	RPL19	ribosomal protein L19	6143	ENSG00000108298	MGI:98020	L ribosomal proteins
HGNC:16595	RPL19P1	ribosomal protein L19 pseudogene 1	140759	ENSG00000226217		
HGNC:29946	RPL19P2	ribosomal protein L19 pseudogene 2	654382			
HGNC:36671	RPL19P3	ribosomal protein L19 pseudogene 3	100131759			
HGNC:36539	RPL19P4	ribosomal protein L19 pseudogene 4	646710	ENSG00000226915		
HGNC:36325	RPL19P5	ribosomal protein L19 pseudogene 5	646532	ENSG00000230580		
HGNC:36795	RPL19P6	ribosomal protein L19 pseudogene 6	100270946			
HGNC:36088	RPL19P7	ribosomal protein L19 pseudogene 7	100131527			
HGNC:36696	RPL19P8	ribosomal protein L19 pseudogene 8	391719			
HGNC:35918	RPL19P9	ribosomal protein L19 pseudogene 9	653314			
HGNC:36534	RPL19P10	ribosomal protein L19 pseudogene 10	100270948			
HGNC:36953	RPL19P11	ribosomal protein L19 pseudogene 11	100270950	ENSG00000241668		
HGNC:36047	RPL19P12	ribosomal protein L19 pseudogene 12	100129424			
HGNC:36879	RPL19P13	ribosomal protein L19 pseudogene 13	392193	ENSG00000239315		
HGNC:35684	RPL19P14	ribosomal protein L19 pseudogene 14	100270951	ENSG00000240870		
HGNC:35920	RPL19P15	ribosomal protein L19 pseudogene 15	642306			
HGNC:36596	RPL19P16	ribosomal protein L19 pseudogene 16	646255	ENSG00000236762		
HGNC:36829	RPL19P17	ribosomal protein L19 pseudogene 17	100271287			
HGNC:36121	RPL19P18	ribosomal protein L19 pseudogene 18	100271288	ENSG00000241654		
HGNC:36194	RPL19P19	ribosomal protein L19 pseudogene 19	646820			
HGNC:35713	RPL19P20	ribosomal protein L19 pseudogene 20	392451	ENSG00000229168		
HGNC:35868	RPL19P21	ribosomal protein L19 pseudogene 21	392557	ENSG00000230508		
HGNC:10313	RPL21	ribosomal protein L21	6144	ENSG00000122026	MGI:1278340	L ribosomal proteins|Small nucleolar RNA protein coding host genes
HGNC:10314	RPL21P1	ribosomal protein L21 pseudogene 1	6145	ENSG00000214760		
HGNC:16539	RPL21P2	ribosomal protein L21 pseudogene 2	140715	ENSG00000215063		
HGNC:16533	RPL21P3	ribosomal protein L21 pseudogene 3	128760	ENSG00000225419		
HGNC:17959	RPL21P4	ribosomal protein L21 pseudogene 4	140660	ENSG00000240828		
HGNC:23541	RPL21P5	ribosomal protein L21 pseudogene 5	641613	ENSG00000258640		
HGNC:23542	RPL21P6	ribosomal protein L21 pseudogene 6	652975	ENSG00000239199		
HGNC:19772	RPL21P7	ribosomal protein L21 pseudogene 7	145370	ENSG00000258613		
HGNC:19779	RPL21P8	ribosomal protein L21 pseudogene 8	319145	ENSG00000180662		
HGNC:19780	RPL21P9	ribosomal protein L21 pseudogene 9	283562	ENSG00000258618		
HGNC:19795	RPL21P10	ribosomal protein L21 pseudogene 10	319143	ENSG00000239272		
HGNC:19800	RPL21P11	ribosomal protein L21 pseudogene 11	157206	ENSG00000242571		
HGNC:19810	RPL21P12	ribosomal protein L21 pseudogene 12	122409	ENSG00000259535		
HGNC:19812	RPL21P13	ribosomal protein L21 pseudogene 13	319144	ENSG00000242837		
HGNC:31029	RPL21P14	ribosomal protein L21 pseudogene 14	729208			
HGNC:31030	RPL21P15	ribosomal protein L21 pseudogene 15	654385			
HGNC:31396	RPL21P16	ribosomal protein L21 pseudogene 16	729402	ENSG00000220842		
HGNC:19416	RPL21P17	ribosomal protein L21 pseudogene 17	727810	ENSG00000214073		
HGNC:28362	RPL21P18	ribosomal protein L21 pseudogene 18	729484	ENSG00000213343		
HGNC:35748	RPL21P19	ribosomal protein L21 pseudogene 19	641293			
HGNC:36582	RPL21P20	ribosomal protein L21 pseudogene 20	388621			
HGNC:35728	RPL21P21	ribosomal protein L21 pseudogene 21	100270877			
HGNC:36550	RPL21P22	ribosomal protein L21 pseudogene 22	100270878			
HGNC:36205	RPL21P23	ribosomal protein L21 pseudogene 23	100270879	ENSG00000236776		
HGNC:35702	RPL21P24	ribosomal protein L21 pseudogene 24	100270880	ENSG00000229554		
HGNC:36785	RPL21P25	ribosomal protein L21 pseudogene 25	100270881			
HGNC:35910	RPL21P26	ribosomal protein L21 pseudogene 26	100270882			
HGNC:36371	RPL21P27	ribosomal protein L21 pseudogene 27	100270952			
HGNC:36258	RPL21P28	ribosomal protein L21 pseudogene 28	100131205	ENSG00000220749		
HGNC:35793	RPL21P29	ribosomal protein L21 pseudogene 29	440575			
HGNC:36091	RPL21P30	ribosomal protein L21 pseudogene 30	100271157	ENSG00000235937		
HGNC:36306	RPL21P31	ribosomal protein L21 pseudogene 31	100271160	ENSG00000227187		
HGNC:36978	RPL21P32	ribosomal protein L21 pseudogene 32	100271161	ENSG00000224019		
HGNC:36686	RPL21P33	ribosomal protein L21 pseudogene 33	100270953	ENSG00000237024		
HGNC:36529	RPL21P34	ribosomal protein L21 pseudogene 34	100270954	ENSG00000238180		
HGNC:36900	RPL21P35	ribosomal protein L21 pseudogene 35	100270955	ENSG00000231494		
HGNC:36128	RPL21P36	ribosomal protein L21 pseudogene 36	100270956	ENSG00000233752		
HGNC:35704	RPL21P37	ribosomal protein L21 pseudogene 37	100129141	ENSG00000229503		
HGNC:36349	RPL21P38	ribosomal protein L21 pseudogene 38	100131481	ENSG00000233934		
HGNC:36127	RPL21P39	ribosomal protein L21 pseudogene 39	389156	ENSG00000239797		
HGNC:36189	RPL21P40	ribosomal protein L21 pseudogene 40	100271158	ENSG00000235670		
HGNC:36765	RPL21P41	ribosomal protein L21 pseudogene 41	100271159	ENSG00000214560		
HGNC:37017	RPL21P42	ribosomal protein L21 pseudogene 42	100271162	ENSG00000240068		
HGNC:36008	RPL21P43	ribosomal protein L21 pseudogene 43	100271163	ENSG00000231688		
HGNC:33820	RPL21P44	ribosomal protein L21 pseudogene 44	402176	ENSG00000229585		
HGNC:35983	RPL21P45	ribosomal protein L21 pseudogene 45	727821			
HGNC:35687	RPL21P46	ribosomal protein L21 pseudogene 46	645174			
HGNC:36711	RPL21P47	ribosomal protein L21 pseudogene 47	100271164	ENSG00000241344		
HGNC:35891	RPL21P48	ribosomal protein L21 pseudogene 48	100271165			
HGNC:35769	RPL21P49	ribosomal protein L21 pseudogene 49	100271166			
HGNC:36433	RPL21P50	ribosomal protein L21 pseudogene 50	100271167	ENSG00000228489		
HGNC:36081	RPL21P51	ribosomal protein L21 pseudogene 51	100271169			
HGNC:36621	RPL21P52	ribosomal protein L21 pseudogene 52	100128351			
HGNC:36574	RPL21P53	ribosomal protein L21 pseudogene 53	653156			
HGNC:35552	RPL21P54	ribosomal protein L21 pseudogene 54	100271168	ENSG00000241829		
HGNC:36434	RPL21P55	ribosomal protein L21 pseudogene 55	100271170			
HGNC:35525	RPL21P56	ribosomal protein L21 pseudogene 56	100271171			
HGNC:36644	RPL21P57	ribosomal protein L21 pseudogene 57	100271172			
HGNC:35755	RPL21P58	ribosomal protein L21 pseudogene 58	100271173			
HGNC:36922	RPL21P59	ribosomal protein L21 pseudogene 59	100271174			
HGNC:36044	RPL21P60	ribosomal protein L21 pseudogene 60	100271175			
HGNC:36712	RPL21P61	ribosomal protein L21 pseudogene 61	645157			
HGNC:36843	RPL21P62	ribosomal protein L21 pseudogene 62	442160			
HGNC:35526	RPL21P63	ribosomal protein L21 pseudogene 63	100271176			
HGNC:36259	RPL21P64	ribosomal protein L21 pseudogene 64	100271177			
HGNC:36017	RPL21P65	ribosomal protein L21 pseudogene 65	100271178	ENSG00000216977		
HGNC:36476	RPL21P66	ribosomal protein L21 pseudogene 66	100271179	ENSG00000225343		
HGNC:36139	RPL21P67	ribosomal protein L21 pseudogene 67	100271180	ENSG00000219776		
HGNC:35720	RPL21P68	ribosomal protein L21 pseudogene 68	645452			
HGNC:36753	RPL21P69	ribosomal protein L21 pseudogene 69	642738			
HGNC:37024	RPL21P70	ribosomal protein L21 pseudogene 70	646489			
HGNC:36049	RPL21P71	ribosomal protein L21 pseudogene 71	729962	ENSG00000239412		
HGNC:37043	RPL21P72	ribosomal protein L21 pseudogene 72	100271181			
HGNC:36794	RPL21P73	ribosomal protein L21 pseudogene 73	100271182			
HGNC:35854	RPL21P74	ribosomal protein L21 pseudogene 74	100271184			
HGNC:36460	RPL21P75	ribosomal protein L21 pseudogene 75	728501	ENSG00000213860		
HGNC:37042	RPL21P76	ribosomal protein L21 pseudogene 76	645373			
HGNC:36186	RPL21P77	ribosomal protein L21 pseudogene 77	100271183			
HGNC:35917	RPL21P78	ribosomal protein L21 pseudogene 78	100271185			
HGNC:36931	RPL21P79	ribosomal protein L21 pseudogene 79	100271188			
HGNC:35697	RPL21P80	ribosomal protein L21 pseudogene 80	100133273			
HGNC:35530	RPL21P81	ribosomal protein L21 pseudogene 81	100271389			
HGNC:36307	RPL21P82	ribosomal protein L21 pseudogene 82	650059			
HGNC:35864	RPL21P83	ribosomal protein L21 pseudogene 83	100271186			
HGNC:36612	RPL21P84	ribosomal protein L21 pseudogene 84	100271187			
HGNC:35694	RPL21P85	ribosomal protein L21 pseudogene 85	100271189			
HGNC:37032	RPL21P86	ribosomal protein L21 pseudogene 86	100271190			
HGNC:36411	RPL21P87	ribosomal protein L21 pseudogene 87	100131672			
HGNC:35714	RPL21P88	ribosomal protein L21 pseudogene 88	100271421	ENSG00000238263		
HGNC:36474	RPL21P89	ribosomal protein L21 pseudogene 89	100271422	ENSG00000229870		
HGNC:35548	RPL21P90	ribosomal protein L21 pseudogene 90	100271423	ENSG00000227805		
HGNC:36450	RPL21P91	ribosomal protein L21 pseudogene 91	100271424	ENSG00000224907		
HGNC:35606	RPL21P92	ribosomal protein L21 pseudogene 92	100130400	ENSG00000225922		
HGNC:35646	RPL21P93	ribosomal protein L21 pseudogene 93	653665	ENSG00000229605		
HGNC:35568	RPL21P94	ribosomal protein L21 pseudogene 94	100271425			
HGNC:36097	RPL21P95	ribosomal protein L21 pseudogene 95	100271427			
HGNC:36790	RPL21P96	ribosomal protein L21 pseudogene 96	100271428			
HGNC:36223	RPL21P97	ribosomal protein L21 pseudogene 97	387753			
HGNC:36397	RPL21P98	ribosomal protein L21 pseudogene 98	653079			
HGNC:36628	RPL21P99	ribosomal protein L21 pseudogene 99	100271429	ENSG00000242986		
HGNC:36048	RPL21P100	ribosomal protein L21 pseudogene 100	100271430			
HGNC:35733	RPL21P101	ribosomal protein L21 pseudogene 101	100271431			
HGNC:36295	RPL21P102	ribosomal protein L21 pseudogene 102	100271432			
HGNC:36732	RPL21P103	ribosomal protein L21 pseudogene 103	100271433	ENSG00000241423		
HGNC:36918	RPL21P104	ribosomal protein L21 pseudogene 104	100271435	ENSG00000242922		
HGNC:36304	RPL21P105	ribosomal protein L21 pseudogene 105	728693			
HGNC:36188	RPL21P106	ribosomal protein L21 pseudogene 106	643264	ENSG00000239201		
HGNC:36313	RPL21P107	ribosomal protein L21 pseudogene 107	644627	ENSG00000225239		
HGNC:35496	RPL21P108	ribosomal protein L21 pseudogene 108	100271434	ENSG00000232701		
HGNC:36388	RPL21P109	ribosomal protein L21 pseudogene 109	100271437	ENSG00000237816		
HGNC:35627	RPL21P110	ribosomal protein L21 pseudogene 110	100271438	ENSG00000226617		
HGNC:36564	RPL21P111	ribosomal protein L21 pseudogene 111	100271439	ENSG00000237109		
HGNC:36526	RPL21P112	ribosomal protein L21 pseudogene 112	100270753	ENSG00000237924		
HGNC:36563	RPL21P113	ribosomal protein L21 pseudogene 113	100271440			
HGNC:36776	RPL21P114	ribosomal protein L21 pseudogene 114	100271441			
HGNC:35878	RPL21P115	ribosomal protein L21 pseudogene 115	100271443			
HGNC:36101	RPL21P116	ribosomal protein L21 pseudogene 116	100271444	ENSG00000243711		
HGNC:35987	RPL21P117	ribosomal protein L21 pseudogene 117	729241			
HGNC:35954	RPL21P118	ribosomal protein L21 pseudogene 118	100271446			
HGNC:35614	RPL21P119	ribosomal protein L21 pseudogene 119	653737	ENSG00000220793		
HGNC:35743	RPL21P120	ribosomal protein L21 pseudogene 120	731688	ENSG00000244582		
HGNC:36429	RPL21P121	ribosomal protein L21 pseudogene 121	100271445	ENSG00000237382		
HGNC:36990	RPL21P122	ribosomal protein L21 pseudogene 122	100271447			
HGNC:35691	RPL21P123	ribosomal protein L21 pseudogene 123	100271448	ENSG00000240531		
HGNC:36060	RPL21P124	ribosomal protein L21 pseudogene 124	100271450			
HGNC:36039	RPL21P125	ribosomal protein L21 pseudogene 125	100129685			
HGNC:35959	RPL21P126	ribosomal protein L21 pseudogene 126	100271449	ENSG00000242320		
HGNC:36099	RPL21P127	ribosomal protein L21 pseudogene 127	100271452	ENSG00000243720		
HGNC:36311	RPL21P128	ribosomal protein L21 pseudogene 128	440487			
HGNC:36747	RPL21P129	ribosomal protein L21 pseudogene 129	100271451	ENSG00000242636		
HGNC:36453	RPL21P130	ribosomal protein L21 pseudogene 130	100271453			
HGNC:36428	RPL21P131	ribosomal protein L21 pseudogene 131	388532	ENSG00000232429		
HGNC:35865	RPL21P132	ribosomal protein L21 pseudogene 132	100271390	ENSG00000183911		
HGNC:36003	RPL21P133	ribosomal protein L21 pseudogene 133	100271391	ENSG00000236509		
HGNC:36006	RPL21P134	ribosomal protein L21 pseudogene 134	728782	ENSG00000233254		
HGNC:44539	RPL21P135	ribosomal protein L21 pseudogene 135	100419391	ENSG00000235482		
HGNC:49854	RPL21P136	ribosomal protein L21 pseudogene 136	100419521	ENSG00000271215		
HGNC:10315	RPL22	ribosomal protein L22	6146	ENSG00000116251	MGI:99262	L ribosomal proteins
HGNC:27610	RPL22L1	ribosomal protein L22 like 1	200916	ENSG00000163584	MGI:1915278	
HGNC:17998	RPL22P1	ribosomal protein L22 pseudogene 1	125371	ENSG00000213178		
HGNC:19794	RPL22P2	ribosomal protein L22 pseudogene 2	326292	ENSG00000241081		
HGNC:36804	RPL22P3	ribosomal protein L22 pseudogene 3	729662	ENSG00000226457		
HGNC:36299	RPL22P4	ribosomal protein L22 pseudogene 4	100129102	ENSG00000225483		
HGNC:37022	RPL22P5	ribosomal protein L22 pseudogene 5	100132479	ENSG00000268074		
HGNC:36473	RPL22P6	ribosomal protein L22 pseudogene 6	100132047	ENSG00000268993		
HGNC:35602	RPL22P7	ribosomal protein L22 pseudogene 7	100129819	ENSG00000234559		
HGNC:36782	RPL22P8	ribosomal protein L22 pseudogene 8	100270957	ENSG00000237745		
HGNC:36559	RPL22P10	ribosomal protein L22 pseudogene 10	100128408	ENSG00000213295		
HGNC:35603	RPL22P11	ribosomal protein L22 pseudogene 11	402100	ENSG00000233707		
HGNC:36345	RPL22P12	ribosomal protein L22 pseudogene 12	727747	ENSG00000216867		
HGNC:36352	RPL22P13	ribosomal protein L22 pseudogene 13	442108	ENSG00000242670		
HGNC:35990	RPL22P14	ribosomal protein L22 pseudogene 14	100270960	ENSG00000218300		
HGNC:36536	RPL22P16	ribosomal protein L22 pseudogene 16	100270959	ENSG00000213935		
HGNC:36985	RPL22P17	ribosomal protein L22 pseudogene 17	100271289	ENSG00000235266		
HGNC:36232	RPL22P18	ribosomal protein L22 pseudogene 18	100271290	ENSG00000230171		
HGNC:36567	RPL22P19	ribosomal protein L22 pseudogene 19	644022	ENSG00000241129		
HGNC:36281	RPL22P20	ribosomal protein L22 pseudogene 20	100128664	ENSG00000239200		
HGNC:35547	RPL22P21	ribosomal protein L22 pseudogene 21	100271455	ENSG00000233979		
HGNC:36109	RPL22P22	ribosomal protein L22 pseudogene 22	100130922	ENSG00000213653		
HGNC:53759	RPL22P23	ribosomal protein L22 pseudogene 23	100289184	ENSG00000232379		
HGNC:53758	RPL22P24	ribosomal protein L22 pseudogene 24	100129295	ENSG00000231084		
HGNC:10316	RPL23	ribosomal protein L23	9349	ENSG00000125691	MGI:1929455	L ribosomal proteins|Small nucleolar RNA protein coding host genes
HGNC:10317	RPL23A	ribosomal protein L23a	6147	ENSG00000198242	MGI:3040672	Small nucleolar RNA protein coding host genes|L ribosomal proteins
HGNC:10318	RPL23AP1	ribosomal protein L23a pseudogene 1	6148	ENSG00000239257		
HGNC:10319	RPL23AP2	ribosomal protein L23a pseudogene 2	401904	ENSG00000225067		
HGNC:10320	RPL23AP3	ribosomal protein L23a pseudogene 3	8489	ENSG00000214914		
HGNC:10321	RPL23AP4	ribosomal protein L23a pseudogene 4	54029	ENSG00000212932		
HGNC:14194	RPL23AP5	ribosomal protein L23a pseudogene 5	729480			
HGNC:16555	RPL23AP6	ribosomal protein L23a pseudogene 6	128709	ENSG00000214835		
HGNC:17336	RPL23AP7	ribosomal protein L23a pseudogene 7	118433	ENSG00000240356		
HGNC:23543	RPL23AP8	ribosomal protein L23a pseudogene 8	641614	ENSG00000241582		
HGNC:19804	RPL23AP10	ribosomal protein L23a pseudogene 10	326293	ENSG00000240051		
HGNC:19808	RPL23AP11	ribosomal protein L23a pseudogene 11	326294	ENSG00000230988		
HGNC:23840	RPL23AP12	ribosomal protein L23a pseudogene 12	391282	ENSG00000228861		
HGNC:21007	RPL23AP14	ribosomal protein L23a pseudogene 14	341511	ENSG00000224438		
HGNC:36486	RPL23AP15	ribosomal protein L23a pseudogene 15	391175	ENSG00000230841		
HGNC:36652	RPL23AP16	ribosomal protein L23a pseudogene 16	647201	ENSG00000228190		
HGNC:35904	RPL23AP17	ribosomal protein L23a pseudogene 17	100271138	ENSG00000215893		
HGNC:36726	RPL23AP18	ribosomal protein L23a pseudogene 18	728134	ENSG00000225338		
HGNC:36708	RPL23AP19	ribosomal protein L23a pseudogene 19	100131143	ENSG00000229716		
HGNC:36622	RPL23AP20	ribosomal protein L23a pseudogene 20	645962	ENSG00000235990		
HGNC:35827	RPL23AP21	ribosomal protein L23a pseudogene 21	728481	ENSG00000241670		
HGNC:35505	RPL23AP22	ribosomal protein L23a pseudogene 22	100271291	ENSG00000237213		
HGNC:36272	RPL23AP23	ribosomal protein L23a pseudogene 23	100271292	ENSG00000236863		
HGNC:36176	RPL23AP24	ribosomal protein L23a pseudogene 24	728517	ENSG00000236679		
HGNC:35672	RPL23AP25	ribosomal protein L23a pseudogene 25	653789	ENSG00000233084		
HGNC:35592	RPL23AP26	ribosomal protein L23a pseudogene 26	391490	ENSG00000228884		
HGNC:36497	RPL23AP27	ribosomal protein L23a pseudogene 27	100271456	ENSG00000225669		
HGNC:36727	RPL23AP28	ribosomal protein L23a pseudogene 28	100271457	ENSG00000226331		
HGNC:36355	RPL23AP29	ribosomal protein L23a pseudogene 29	100271458	ENSG00000214024		
HGNC:35617	RPL23AP30	ribosomal protein L23a pseudogene 30	100271459	ENSG00000226658		
HGNC:35777	RPL23AP31	ribosomal protein L23a pseudogene 31	100271460	ENSG00000232625		
HGNC:25345	RPL23AP32	ribosomal protein L23a pseudogene 32	56969	ENSG00000237887		
HGNC:36946	RPL23AP33	ribosomal protein L23a pseudogene 33	100271293	ENSG00000237824		
HGNC:36035	RPL23AP34	ribosomal protein L23a pseudogene 34	100271294	ENSG00000225991		
HGNC:36580	RPL23AP35	ribosomal protein L23a pseudogene 35	100271295	ENSG00000232568		
HGNC:35685	RPL23AP36	ribosomal protein L23a pseudogene 36	100271296	ENSG00000225124		
HGNC:35664	RPL23AP37	ribosomal protein L23a pseudogene 37	130773	ENSG00000236148		
HGNC:36351	RPL23AP38	ribosomal protein L23a pseudogene 38	391504	ENSG00000184423		
HGNC:36470	RPL23AP39	ribosomal protein L23a pseudogene 39	100271461	ENSG00000214074		
HGNC:35587	RPL23AP40	ribosomal protein L23a pseudogene 40	100271462	ENSG00000242321		
HGNC:35634	RPL23AP41	ribosomal protein L23a pseudogene 41	646685	ENSG00000224085		
HGNC:35942	RPL23AP42	ribosomal protein L23a pseudogene 42	647099	ENSG00000234851		
HGNC:35751	RPL23AP43	ribosomal protein L23a pseudogene 43	389101	ENSG00000227337		
HGNC:35955	RPL23AP44	ribosomal protein L23a pseudogene 44	391825	ENSG00000244088		
HGNC:36896	RPL23AP45	ribosomal protein L23a pseudogene 45	729764	ENSG00000213285		
HGNC:35894	RPL23AP46	ribosomal protein L23a pseudogene 46	442260	ENSG00000213122		
HGNC:36576	RPL23AP47	ribosomal protein L23a pseudogene 47	729277	ENSG00000219814		
HGNC:36110	RPL23AP48	ribosomal protein L23a pseudogene 48	728567	ENSG00000219135		
HGNC:35689	RPL23AP49	ribosomal protein L23a pseudogene 49	653236	ENSG00000243422		
HGNC:35958	RPL23AP50	ribosomal protein L23a pseudogene 50	728106	ENSG00000232778		
HGNC:36040	RPL23AP51	ribosomal protein L23a pseudogene 51	100271464	ENSG00000269721		
HGNC:36723	RPL23AP52	ribosomal protein L23a pseudogene 52	100271465	ENSG00000230370		
HGNC:35921	RPL23AP53	ribosomal protein L23a pseudogene 53	644128	ENSG00000223508		
HGNC:36689	RPL23AP54	ribosomal protein L23a pseudogene 54	100271466	ENSG00000240486		
HGNC:35997	RPL23AP55	ribosomal protein L23a pseudogene 55	100271467	ENSG00000243265		
HGNC:35516	RPL23AP56	ribosomal protein L23a pseudogene 56	645809	ENSG00000244413		
HGNC:36971	RPL23AP57	ribosomal protein L23a pseudogene 57	648294	ENSG00000206147		
HGNC:36138	RPL23AP58	ribosomal protein L23a pseudogene 58	100271616	ENSG00000228657		
HGNC:36920	RPL23AP59	ribosomal protein L23a pseudogene 59	100271618	ENSG00000215002		
HGNC:35966	RPL23AP60	ribosomal protein L23a pseudogene 60	728933	ENSG00000213147		
HGNC:36016	RPL23AP61	ribosomal protein L23a pseudogene 61	728484	ENSG00000280012		
HGNC:36276	RPL23AP62	ribosomal protein L23a pseudogene 62	100271617	ENSG00000213233		
HGNC:35502	RPL23AP63	ribosomal protein L23a pseudogene 63	729798	ENSG00000243721		
HGNC:36552	RPL23AP64	ribosomal protein L23a pseudogene 64	649946	ENSG00000240970		
HGNC:36289	RPL23AP65	ribosomal protein L23a pseudogene 65	440027	ENSG00000243964		
HGNC:35940	RPL23AP66	ribosomal protein L23a pseudogene 66	100271620	ENSG00000243141		
HGNC:36658	RPL23AP67	ribosomal protein L23a pseudogene 67	100271622	ENSG00000240991		
HGNC:35489	RPL23AP68	ribosomal protein L23a pseudogene 68	100130555	ENSG00000242850		
HGNC:36625	RPL23AP69	ribosomal protein L23a pseudogene 69	100271623	ENSG00000235315		
HGNC:36030	RPL23AP70	ribosomal protein L23a pseudogene 70	100271619	ENSG00000241052		
HGNC:36908	RPL23AP71	ribosomal protein L23a pseudogene 71	644384	ENSG00000237450		
HGNC:35736	RPL23AP72	ribosomal protein L23a pseudogene 72	100271621	ENSG00000239840		
HGNC:36443	RPL23AP73	ribosomal protein L23a pseudogene 73	100271625	ENSG00000244283		
HGNC:36148	RPL23AP74	ribosomal protein L23a pseudogene 74	729617	ENSG00000227694		
HGNC:35975	RPL23AP75	ribosomal protein L23a pseudogene 75	728207	ENSG00000240125		
HGNC:36555	RPL23AP76	ribosomal protein L23a pseudogene 76	441781	ENSG00000226156		
HGNC:36354	RPL23AP77	ribosomal protein L23a pseudogene 77	728538	ENSG00000267301		
HGNC:35518	RPL23AP78	ribosomal protein L23a pseudogene 78	100271624	ENSG00000269244		
HGNC:36226	RPL23AP79	ribosomal protein L23a pseudogene 79	100271626			
HGNC:36956	RPL23AP80	ribosomal protein L23a pseudogene 80	390949	ENSG00000213035		
HGNC:36246	RPL23AP81	ribosomal protein L23a pseudogene 81	100271627	ENSG00000242748		
HGNC:33730	RPL23AP82	ribosomal protein L23a pseudogene 82	284942	ENSG00000184319		
HGNC:35846	RPL23AP83	ribosomal protein L23a pseudogene 83	100131846	ENSG00000234135		
HGNC:51575	RPL23AP84	ribosomal protein L23a pseudogene 84	NA	ENSG00000261914		
HGNC:51576	RPL23AP85	ribosomal protein L23a pseudogene 85	100419650	ENSG00000224980		
HGNC:51577	RPL23AP86	ribosomal protein L23a pseudogene 86	100507357	ENSG00000262959		
HGNC:51578	RPL23AP87	ribosomal protein L23a pseudogene 87	388574	ENSG00000232938		
HGNC:51579	RPL23AP88	ribosomal protein L23a pseudogene 88	100289034	ENSG00000271153		
HGNC:51623	RPL23AP89	ribosomal protein L23a pseudogene 89	NA	ENSG00000227875		
HGNC:51624	RPL23AP90	ribosomal protein L23a pseudogene 90	NA	ENSG00000271415		
HGNC:51625	RPL23AP91	ribosomal protein L23a pseudogene 91	NA	ENSG00000260965		
HGNC:51627	RPL23AP92	ribosomal protein L23a pseudogene 92	NA	ENSG00000270723		
HGNC:51628	RPL23AP93	ribosomal protein L23a pseudogene 93	100288802	ENSG00000232873		
HGNC:51629	RPL23AP94	ribosomal protein L23a pseudogene 94	NA	ENSG00000248439		
HGNC:51630	RPL23AP95	ribosomal protein L23a pseudogene 95	NA	ENSG00000236848		
HGNC:51631	RPL23AP96	ribosomal protein L23a pseudogene 96	392181	ENSG00000250752		
HGNC:51632	RPL23AP97	ribosomal protein L23a pseudogene 97	102723647	ENSG00000260615		
HGNC:10324	RPL23P2	ribosomal protein L23 pseudogene 2	54028	ENSG00000176054		
HGNC:35988	RPL23P3	ribosomal protein L23 pseudogene 3	100130630			
HGNC:36678	RPL23P4	ribosomal protein L23 pseudogene 4	100270961	ENSG00000223903		
HGNC:35747	RPL23P5	ribosomal protein L23 pseudogene 5	402120	ENSG00000230406		
HGNC:35554	RPL23P6	ribosomal protein L23 pseudogene 6	646949			
HGNC:36215	RPL23P7	ribosomal protein L23 pseudogene 7	442659			
HGNC:36225	RPL23P8	ribosomal protein L23 pseudogene 8	222901			
HGNC:36853	RPL23P9	ribosomal protein L23 pseudogene 9	100129377			
HGNC:36177	RPL23P10	ribosomal protein L23 pseudogene 10	100270962	ENSG00000244708		
HGNC:36457	RPL23P11	ribosomal protein L23 pseudogene 11	100271297	ENSG00000226407		
HGNC:10325	RPL24	ribosomal protein L24	6152	ENSG00000114391	MGI:1915443	L ribosomal proteins
HGNC:16597	RPL24P2	ribosomal protein L24 pseudogene 2	140760	ENSG00000235065		
HGNC:19784	RPL24P3	ribosomal protein L24 pseudogene 3	145235			
HGNC:21371	RPL24P4	ribosomal protein L24 pseudogene 4	377381	ENSG00000181524		
HGNC:36102	RPL24P5	ribosomal protein L24 pseudogene 5	100129017			
HGNC:36637	RPL24P6	ribosomal protein L24 pseudogene 6	100129808			
HGNC:36862	RPL24P7	ribosomal protein L24 pseudogene 7	100270963	ENSG00000215016		
HGNC:36409	RPL24P8	ribosomal protein L24 pseudogene 8	100270964	ENSG00000236801		
HGNC:10327	RPL26	ribosomal protein L26	6154	ENSG00000161970	MGI:106022	L ribosomal proteins
HGNC:17050	RPL26L1	ribosomal protein L26 like 1	51121	ENSG00000037241		L ribosomal proteins
HGNC:19773	RPL26P2	ribosomal protein L26 pseudogene 2	326297			
HGNC:19776	RPL26P3	ribosomal protein L26 pseudogene 3	326298	ENSG00000240179		
HGNC:19807	RPL26P4	ribosomal protein L26 pseudogene 4	283603			
HGNC:31031	RPL26P5	ribosomal protein L26 pseudogene 5	654386			
HGNC:34023	RPL26P6	ribosomal protein L26 pseudogene 6	100131526	ENSG00000229659		
HGNC:37030	RPL26P7	ribosomal protein L26 pseudogene 7	100270883			
HGNC:36192	RPL26P8	ribosomal protein L26 pseudogene 8	100270884			
HGNC:36180	RPL26P9	ribosomal protein L26 pseudogene 9	100270885	ENSG00000226128		
HGNC:36323	RPL26P10	ribosomal protein L26 pseudogene 10	100270886			
HGNC:35768	RPL26P11	ribosomal protein L26 pseudogene 11	730070			
